subject_length,body_length,total_length,word_count,avg_word_length,unique_word_ratio,uppercase_ratio,digit_ratio,punctuation_ratio,exclamation_count,question_count,colon_count,url_count,email_count,phone_count,currency_symbol_count,attachment_hint,dear_greeting,contains_date_like,job_keyword_count,candidate_keyword_count,recruiting_keyword_count,compensation_keyword_count,business_keyword_count,support_keyword_count,job_signal_ratio,non_job_signal_ratio,is_job
48.0,276.0,325.0,52.0,5.115384615384615,0.7884615384615384,0.061068702290076333,0.012307692307692308,0.027692307692307693,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.11538461538461539,0
28.0,442.0,471.0,78.0,4.923076923076923,0.7948717948717948,0.0390625,0.0,0.021231422505307854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05128205128205128,0
43.0,475.0,519.0,88.0,4.795454545454546,0.7159090909090909,0.04028436018957346,0.0,0.019267822736030827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.011363636363636364,0.022727272727272728,0
40.0,389.0,430.0,70.0,5.0285714285714285,0.7571428571428571,0.04597701149425287,0.009302325581395349,0.02558139534883721,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.11428571428571428,0
38.0,371.0,410.0,66.0,5.106060606060606,0.803030303030303,0.032640949554896145,0.0,0.01951219512195122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.015151515151515152,0.0,0
40.0,468.0,509.0,87.0,4.724137931034483,0.7241379310344828,0.038929440389294405,0.0,0.023575638506876228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.09195402298850575,0
38.0,317.0,356.0,62.0,4.580645161290323,0.8064516129032258,0.0673758865248227,0.0056179775280898875,0.03089887640449438,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03225806451612903,0
40.0,387.0,428.0,70.0,5.042857142857143,0.8,0.028328611898016998,0.0,0.014018691588785047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.04285714285714286,0
34.0,517.0,552.0,92.0,4.880434782608695,0.717391304347826,0.0378619153674833,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.010869565217391304,0.06521739130434782,0
43.0,358.0,402.0,65.0,5.061538461538461,0.7538461538461538,0.06153846153846154,0.009950248756218905,0.024875621890547265,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.12307692307692308,0
42.0,385.0,428.0,72.0,4.819444444444445,0.75,0.043227665706051875,0.0,0.02336448598130841,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.013888888888888888,0.05555555555555555,0
35.0,394.0,430.0,72.0,4.805555555555555,0.7916666666666666,0.06547619047619048,0.023255813953488372,0.02558139534883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.06944444444444445,0
71.0,427.0,499.0,82.0,4.987804878048781,0.6951219512195121,0.054455445544554455,0.01002004008016032,0.022044088176352707,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40.0,363.0,404.0,68.0,4.852941176470588,0.75,0.04242424242424243,0.0,0.017326732673267328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.058823529411764705,0
29.0,362.0,392.0,68.0,4.647058823529412,0.7058823529411765,0.04113924050632911,0.0,0.02806122448979592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.07352941176470588,0
30.0,382.0,413.0,70.0,4.785714285714286,0.8142857142857143,0.060790273556231005,0.014527845036319613,0.024213075060532687,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.07142857142857142,0
40.0,387.0,428.0,73.0,4.7534246575342465,0.8082191780821918,0.04664723032069971,0.009345794392523364,0.02336448598130841,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0958904109589041,0
48.0,417.0,466.0,79.0,4.7974683544303796,0.7341772151898734,0.06914893617021277,0.006437768240343348,0.019313304721030045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05063291139240506,0
28.0,370.0,399.0,67.0,4.8059701492537314,0.7761194029850746,0.05625,0.005012531328320802,0.03007518796992481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05970149253731343,0
28.0,412.0,441.0,71.0,5.084507042253521,0.7464788732394366,0.0443213296398892,0.0,0.022675736961451247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.056338028169014086,0
29.0,282.0,312.0,53.0,4.773584905660377,0.7735849056603774,0.056910569105691054,0.022435897435897436,0.02564102564102564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.1320754716981132,0
28.0,291.0,320.0,51.0,5.176470588235294,0.803921568627451,0.045454545454545456,0.0,0.01875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0784313725490196,0
